topic,review_text
Customer Service Feedback,"worst order help options. i had ordered cake from zomato in udaipur. it was supposed to be a surprise for him, which actually turned out to be a blunder. update: this app is turning worse day by day. tried reaching out to customer support, got redirected to email. i emailed support for 2 different issue and haven't received any support yet. its been more than a month. ridiculous application."
Customer Service Feedback,i have now worst experience
General Feedback,it's so good i have like a week
General Feedback,"gold is the best thing about zomato. imagine you reach your hotel tired at 11 pm, ask for an order at the room service and the hotel says,"" we are closed today because it was a pest control day"". don't worry zomato saves you here."
General Feedback,good discounts and zomato gold is cheap and best
Food Quality,"edited my review for the improvement in food quality, service and behaviour of zomato!!! really great work by you guys!!"
General Feedback,really a good app to order food
General Feedback,perfect app for food delivery and it is very nice compare to other apps 
Payment Feedback,my order not completed payment was already done and your partner say cancel your order
Payment Feedback,i can't opt for pay on delivery method when i haven't even cancelled any order in this app before..please fix this problem as it is very inconvenient for me to always pay online.
Delivery Issues,it's disgusting delivering kabhi time pe nhi krte hamesa late hoti h
General Feedback,"very happy for this service,"
General Feedback,"very useful, never had any bad experience"
Customer Service Feedback,"customer support going down the drain.the restaurant issued bills different from that on zomato.when asked about same,the owner responded with personal insults and abuse. sad that no one from zomato has reached out to me in 24hrs.i have given multiple feedbacks for the same. i have documentation for same and will go to consumer forum and gst authorities if need be. as per your reply is abuse justified?"
