topic,review_text
Delivery Issues,never on time worst aap ever
Order Issues,i didn't receive one ordered item
Food Quality,good at all places but product are to less verity
Food Quality,good but unavailable many times
Service Feedback,very fast delivery and best performance on a dilevery partner
Service Feedback,"return policy is the worst, please don't buy high budget items, they will not give return your amount if product is not compatible."
Food Quality,"terrible.. 1st time expired product delivered, replacement requested, 2nd time also expired sent with broken seal. looks like terribly managed"
Food Quality,"blinkit mentions that each product goes through quality checks and i got rotten and old stock cucumbers and also in the case of apple, i think they are just focused on fast delivery service, not focused on consistent quality service."
Delivery Issues,always order delay by 20mint no one care if order delay. 3rd class
Pricing Feedback,that is good but when it's raining the charge 30 rupees so i rated it 4 stars
Service Feedback,"very nice buisness thought that make people time free, great job"
Service Feedback,i ordered an item by mistake and wanted to get it replaced and that too happened because of 3rd rated recommendation provide by app. now i have wasted my money on item which is no use to me. i was loyal customer now after having bad experience i won't be using this app anymore
Food Quality,worst app sends used products
Payment Issues,"the experience has been utterly frustrating and unjust recently , especially regarding refunds and promo coupons, since in the case of cancelled orders (even if due to the companies fault /mistake with product and inventory list) they absolutely refuse to refund the amount used through promos!!"
Service Feedback,"bought a pet nail cutter, it was old and not sharp enough to cut nails. when asked customer support executives for return he says sorry we can't do anything about it.."
Payment Issues,the very worst experience while trying to make a payment due to some technical issue order was cancelled for that they have deducted 25 delivery when i tried to contact through chat also not supporting i would not suggest this app
Service Feedback,i suggest you guys never use a blinkit because when you going to customer support no one can resolve your issue i west my money i purchased a new airbuds but airbuds is completely broken i think customer support will help me but no one can help i will lost my money
