topic,review_text
Compliments,my first order swiggy best experience thanks this app very good is 10 star app
Delivery Issues,it was my fav app but since when they fined me for the food i didnt recieved at my proper location.i stopped using this..they shld update there gps system.
Compliments,good app for night craving 
Delivery Issues,pathetic app and do not install this app at any cost. they hire worst people who will deliver your food afteer 2 hours.
Food Quality,there is many types of food
Compliments,best food and grocery delivery app
Pricing Issues,very expensive delivery charges so bad
Pricing Issues,"prior to finalizing any order, directly contact the restaurant to corroborate the pricing, as online platforms frequently levy inflated charges. exercise caution and remain vigilant."
Food Quality,very bad service. swiggy doesn't take any responsibility if the restaurant supplies stale or bad food. customer service is very very pathetic.
Delivery Issues,delivery time which is shown while ordering is not right..it keeps on changing. when i ordered it showed me 50 min however the food was delivered post 1 hour 23 mins. when i asked for refund or waiver on total cost for the restaurant delay.... customer care didn't had any solution for it. better to uninstall and move on.
Payment Issues,"terrible experience with refund, customer care cancelled my order and i didn't receive my refund. i am going to take legal action on them soon."
Compliments,for first time 100 free
Complaints,worst app for food delivery the delivery boys eat the food from the packet
Pricing Issues,price is very highest in swiggy
Food Quality,product waste not good quality
Compliments,swiggy is useful for me at any time ihven food using swiggy app to get order and eat the food
Complaints,worst food delivery without any customer service.
Complaints,one of the worrest app waste and chetta app
Delivery Issues,always give delivery partner multiple orders and it takes a lot of time in delivery.
Complaints,no steps towards the resolution of the problem faced by swiggy.
Compliments,swiggy is better than zomato. worth it!
Pricing Issues,so much delivery charges taken
Food Quality,very baad app sab se bekar hai ye app sab kuch galt item dete hai or our khane ki quality very baad hai 🤢🤮🤮
Delivery Issues,2-3 times they didn't deliver my order their executive hold the line for 10-15 mins. completely unprofessional behaviour done by swiggy and their team
Payment Issues,if you cancel a order then they apply extra cancellation fee on other order
Compliments,very nice and on time delivery
Complaints,"swiggy’s service is absolutely pathetic — no response, no responsibility. i raised a complaint (ref no: 25560556) and explained everything clearly via email, but instead of providing a solution, they closed the ticket without resolving anything. what kind of customer support is this? if this is how you treat your users, then honestly, you don’t deserve to be in the market. zomato and eatsure are far more professional and respectful towards their customers."
